fsa,letter,numbers,lane,control,project,extra,sample.identifier,single.dilution,DNA.condition,identifiers.str,ratios.str,mix.dilution,template.nanograms,kit,Q,capillary,injection.seconds
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C01_RD14-0003-25d2a-0.25IP-Q1.0_003.10sec.fsa,C,01,RD14-0003-25d2a,"",RD14-0003,25d2a,25,2a,"","","","",0.25,IP,1.0,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C02_RD14-0003-25d2c-0.25IP-Q1.7_003.10sec.fsa,C,02,RD14-0003-25d2c,"",RD14-0003,25d2c,25,2c,"","","","",0.25,IP,1.7,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C03_RD14-0003-25d2d-0.5IP-Q1.6_003.10sec.fsa,C,03,RD14-0003-25d2d,"",RD14-0003,25d2d,25,2d,"","","","",0.5,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C04_RD14-0003-25d1e-0.5IP-Q3.1_003.10sec.fsa,C,04,RD14-0003-25d1e,"",RD14-0003,25d1e,25,1e,"","","","",0.5,IP,3.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C05_Ladder-IP_003.10sec.fsa,C,05,Ladder,Ladder,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C06_RD14-0003-26d3a-0.0156IP-Q0.9_003.10sec.fsa,C,06,RD14-0003-26d3a,"",RD14-0003,26d3a,26,3a,"","","","",0.0156,IP,0.9,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C07_RD14-0003-26d3c-0.0156IP-Q1.1_003.10sec.fsa,C,07,RD14-0003-26d3c,"",RD14-0003,26d3c,26,3c,"","","","",0.0156,IP,1.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C08_RD14-0003-26d3d-0.03125IP-Q2.3_003.10sec.fsa,C,08,RD14-0003-26d3d,"",RD14-0003,26d3d,26,3d,"","","","",0.03125,IP,2.3,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C09_RD14-0003-26d3e-0.03125IP-Q3.8_003.10sec.fsa,C,09,RD14-0003-26d3e,"",RD14-0003,26d3e,26,3e,"","","","",0.03125,IP,3.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/C10_NEG1031315ADG-IP_003.10sec.fsa,C,10,NEG1031315ADG,NEG1031315ADG,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D01_RD14-0003-25d3a-0.125IP-Q1.2_004.10sec.fsa,D,01,RD14-0003-25d3a,"",RD14-0003,25d3a,25,3a,"","","","",0.125,IP,1.2,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D02_RD14-0003-25d2c-0.125IP-Q1.7_004.10sec.fsa,D,02,RD14-0003-25d2c,"",RD14-0003,25d2c,25,2c,"","","","",0.125,IP,1.7,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D03_RD14-0003-25d2d-0.25IP-Q1.6_004.10sec.fsa,D,03,RD14-0003-25d2d,"",RD14-0003,25d2d,25,2d,"","","","",0.25,IP,1.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D04_RD14-0003-25d2e-0.25IP-Q5.9_004.10sec.fsa,D,04,RD14-0003-25d2e,"",RD14-0003,25d2e,25,2e,"","","","",0.25,IP,5.9,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D05_POS031315ADG-IP_004.10sec.fsa,D,05,POS031315ADG,POS031315ADG,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D06_RD14-0003-26d3a-0.0078IP-Q0.9_004.10sec.fsa,D,06,RD14-0003-26d3a,"",RD14-0003,26d3a,26,3a,"","","","",0.0078,IP,0.9,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D07_Ladder-IP_004.10sec.fsa,D,07,Ladder,Ladder,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D08_RD14-0003-26d3d-0.0156IP-Q2.3_004.10sec.fsa,D,08,RD14-0003-26d3d,"",RD14-0003,26d3d,26,3d,"","","","",0.0156,IP,2.3,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/D09_RD14-0003-26d3e-0.0156IP-Q3.8_004.10sec.fsa,D,09,RD14-0003-26d3e,"",RD14-0003,26d3e,26,3e,"","","","",0.0156,IP,3.8,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E01_RD14-0003-25d3a-0.0625IP-Q1.2_001.10sec.fsa,E,01,RD14-0003-25d3a,"",RD14-0003,25d3a,25,3a,"","","","",0.0625,IP,1.2,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E02_RD14-0003-25d3c-0.0625IP-Q2.4_001.10sec.fsa,E,02,RD14-0003-25d3c,"",RD14-0003,25d3c,25,3c,"","","","",0.0625,IP,2.4,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E03_RD14-0003-25d2d-0.125IP-Q1.6_001.10sec.fsa,E,03,RD14-0003-25d2d,"",RD14-0003,25d2d,25,2d,"","","","",0.125,IP,1.6,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E04_RD14-0003-25d2e-0.125IP-Q5.9_001.10sec.fsa,E,04,RD14-0003-25d2e,"",RD14-0003,25d2e,25,2e,"","","","",0.125,IP,5.9,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E05_NEG031315ADG-IP_001.10sec.fsa,E,05,NEG031315ADG,NEG031315ADG,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E06_RD14-0003-26d3a-0.3IP-Q0.9_001.10sec.fsa,E,06,RD14-0003-26d3a,"",RD14-0003,26d3a,26,3a,"","","","",0.3,IP,0.9,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E07_RD14-0003-26d3c-0.0078IP-Q1.1_001.10sec.fsa,E,07,RD14-0003-26d3c,"",RD14-0003,26d3c,26,3c,"","","","",0.0078,IP,1.1,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E08_RD14-0003-26d3d-0.0078IP-Q2.3_001.10sec.fsa,E,08,RD14-0003-26d3d,"",RD14-0003,26d3d,26,3d,"","","","",0.0078,IP,2.3,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/E09_Ladder-IP_001.10sec.fsa,E,09,Ladder,Ladder,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F01_RD14-0003-25d3a-0.03125IP-Q1.2_002.10sec.fsa,F,01,RD14-0003-25d3a,"",RD14-0003,25d3a,25,3a,"","","","",0.03125,IP,1.2,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F02_RD14-0003-25d3c-0.03125IP-Q2.4_002.10sec.fsa,F,02,RD14-0003-25d3c,"",RD14-0003,25d3c,25,3c,"","","","",0.03125,IP,2.4,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F03_RD14-0003-25d3d-0.0625IP-Q2.8_002.10sec.fsa,F,03,RD14-0003-25d3d,"",RD14-0003,25d3d,25,3d,"","","","",0.0625,IP,2.8,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F04_RD14-0003-25d2e-0.0625IP-Q5.9_002.10sec.fsa,F,04,RD14-0003-25d2e,"",RD14-0003,25d2e,25,2e,"","","","",0.0625,IP,5.9,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F05_RD14-0003-26d2a-0.5IP-Q0.8_002.10sec.fsa,F,05,RD14-0003-26d2a,"",RD14-0003,26d2a,26,2a,"","","","",0.5,IP,0.8,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F06_RD14-0003-26d2c-0.5IP-Q1.0_002.10sec.fsa,F,06,RD14-0003-26d2c,"",RD14-0003,26d2c,26,2c,"","","","",0.5,IP,1.0,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F07_RD14-0003-26d3c-0.3IP-Q1.1_002.10sec.fsa,F,07,RD14-0003-26d3c,"",RD14-0003,26d3c,26,3c,"","","","",0.3,IP,1.1,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F08_RD14-0003-26d3d-0.2IP-Q2.3_002.10sec.fsa,F,08,RD14-0003-26d3d,"",RD14-0003,26d3d,26,3d,"","","","",0.2,IP,2.3,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/F09_RD14-0003-26d3e-0.0078IP-Q3.8_002.10sec.fsa,F,09,RD14-0003-26d3e,"",RD14-0003,26d3e,26,3e,"","","","",0.0078,IP,3.8,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G01_RD14-0003-25d3a-0.0156IP-Q1.2_003.10sec.fsa,G,01,RD14-0003-25d3a,"",RD14-0003,25d3a,25,3a,"","","","",0.0156,IP,1.2,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G02_RD14-0003-25d3c-0.0156IP-Q2.4_003.10sec.fsa,G,02,RD14-0003-25d3c,"",RD14-0003,25d3c,25,3c,"","","","",0.0156,IP,2.4,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G03_RD14-0003-25d3d-0.03125IP-Q2.8_003.10sec.fsa,G,03,RD14-0003-25d3d,"",RD14-0003,25d3d,25,3d,"","","","",0.03125,IP,2.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G04_RD14-0003-25d3e-0.03125IP-Q5.2_003.10sec.fsa,G,04,RD14-0003-25d3e,"",RD14-0003,25d3e,25,3e,"","","","",0.03125,IP,5.2,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G05_RD14-0003-26d2a-0.25IP-Q0.8_003.10sec.fsa,G,05,RD14-0003-26d2a,"",RD14-0003,26d2a,26,2a,"","","","",0.25,IP,0.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G06_RD14-0003-26d2c-0.25IP-Q1.0_003.10sec.fsa,G,06,RD14-0003-26d2c,"",RD14-0003,26d2c,26,2c,"","","","",0.25,IP,1.0,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G07_RD14-0003-26d2d-0.5IP-Q1.6_003.10sec.fsa,G,07,RD14-0003-26d2d,"",RD14-0003,26d2d,26,2d,"","","","",0.5,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G08_RD14-0003-26d2e-0.5IP-Q1.6_003.10sec.fsa,G,08,RD14-0003-26d2e,"",RD14-0003,26d2e,26,2e,"","","","",0.5,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/G09_RD14-0003-26d3e-0.1IP-Q3.8_003.10sec.fsa,G,09,RD14-0003-26d3e,"",RD14-0003,26d3e,26,3e,"","","","",0.1,IP,3.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H01_RD14-0003-25d3a-0.0078IP-Q1.2_004.10sec.fsa,H,01,RD14-0003-25d3a,"",RD14-0003,25d3a,25,3a,"","","","",0.0078,IP,1.2,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H02_RD14-0003-25d3c-0.0078IP-Q2.4_004.10sec.fsa,H,02,RD14-0003-25d3c,"",RD14-0003,25d3c,25,3c,"","","","",0.0078,IP,2.4,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H03_RD14-0003-25d3d-0.0156IP-Q2.8_004.10sec.fsa,H,03,RD14-0003-25d3d,"",RD14-0003,25d3d,25,3d,"","","","",0.0156,IP,2.8,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H04_RD14-0003-25d3e-0.0156IP-Q5.2_004.10sec.fsa,H,04,RD14-0003-25d3e,"",RD14-0003,25d3e,25,3e,"","","","",0.0156,IP,5.2,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H05_RD14-0003-26d3a-0.125IP-Q0.9_004.10sec.fsa,H,05,RD14-0003-26d3a,"",RD14-0003,26d3a,26,3a,"","","","",0.125,IP,0.9,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H06_RD14-0003-26d2c-0.125IP-Q1.0_004.10sec.fsa,H,06,RD14-0003-26d2c,"",RD14-0003,26d2c,26,2c,"","","","",0.125,IP,1.0,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H07_RD14-0003-26d2d-0.25IP-Q1.6_004.10sec.fsa,H,07,RD14-0003-26d2d,"",RD14-0003,26d2d,26,2d,"","","","",0.25,IP,1.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H08_RD14-0003-26d2e-0.25IP-Q1.6_004.10sec.fsa,H,08,RD14-0003-26d2e,"",RD14-0003,26d2e,26,2e,"","","","",0.25,IP,1.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012016CMG_10sec)/H09_RB022515LEA-IP_004.10sec.fsa,H,09,RB022515LEA,RB022515LEA,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A01_Ladder-IP_001.10sec.fsa,A,01,Ladder,Ladder,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A02_RD14-0003-09d3a-0.09IP-Q0.8_001.10sec.fsa,A,02,RD14-0003-09d3a,"",RD14-0003,09d3a,9,3a,"","","","",0.09,IP,0.8,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A03_RD14-0003-09d3c-0.06IP-Q1.5_001.10sec.fsa,A,03,RD14-0003-09d3c,"",RD14-0003,09d3c,9,3c,"","","","",0.06,IP,1.5,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A04_RD14-0003-09d3d-0.0078IP-Q1.7_001.10sec.fsa,A,04,RD14-0003-09d3d,"",RD14-0003,09d3d,9,3d,"","","","",0.0078,IP,1.7,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A05_RD14-0003-09d3e-0.0078IP-Q9.5_001.10sec.fsa,A,05,RD14-0003-09d3e,"",RD14-0003,09d3e,9,3e,"","","","",0.0078,IP,9.5,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A06_RD14-0003-10d2a-0.0625IP-Q1.0_001.10sec.fsa,A,06,RD14-0003-10d2a,"",RD14-0003,10d2a,10,2a,"","","","",0.0625,IP,1.0,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A07_RD14-0003-10d2c-0.0625IP-Q1.5_001.10sec.fsa,A,07,RD14-0003-10d2c,"",RD14-0003,10d2c,10,2c,"","","","",0.0625,IP,1.5,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A08_RD14-0003-10d2d-0.125IP-Q1.6_001.10sec.fsa,A,08,RD14-0003-10d2d,"",RD14-0003,10d2d,10,2d,"","","","",0.125,IP,1.6,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A09_RD14-0003-10d1e-0.125IP-Q3.7_001.10sec.fsa,A,09,RD14-0003-10d1e,"",RD14-0003,10d1e,10,1e,"","","","",0.125,IP,3.7,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/A10_RB022315ADG-IP_001.10sec.fsa,A,10,RB022315ADG,RB022315ADG,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B01_RD14-0003-09d1a-0.5IP-Q0.9_002.10sec.fsa,B,01,RD14-0003-09d1a,"",RD14-0003,09d1a,9,1a,"","","","",0.5,IP,0.9,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B02_RD14-0003-09d1c-0.5IP-Q1.0_002.10sec.fsa,B,02,RD14-0003-09d1c,"",RD14-0003,09d1c,9,1c,"","","","",0.5,IP,1.0,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B03_Ladder-IP_002.10sec.fsa,B,03,Ladder,Ladder,"","",,"","","","","",,IP,"",002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B04_RD14-0003-09d3d-0.07IP-Q1.7_002.10sec.fsa,B,04,RD14-0003-09d3d,"",RD14-0003,09d3d,9,3d,"","","","",0.07,IP,1.7,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B05_RD14-0003-09d3e-0.03IP-Q9.5_002.10sec.fsa,B,05,RD14-0003-09d3e,"",RD14-0003,09d3e,9,3e,"","","","",0.03,IP,9.5,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B06_RD14-0003-10d3a-0.0313IP-Q1.4_002.10sec.fsa,B,06,RD14-0003-10d3a,"",RD14-0003,10d3a,10,3a,"","","","",0.0313,IP,1.4,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B07_RD14-0003-10d2c-0.0313IP-Q1.5_002.10sec.fsa,B,07,RD14-0003-10d2c,"",RD14-0003,10d2c,10,2c,"","","","",0.0313,IP,1.5,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B08_RD14-0003-10d2d-0.0625IP-Q1.6_002.10sec.fsa,B,08,RD14-0003-10d2d,"",RD14-0003,10d2d,10,2d,"","","","",0.0625,IP,1.6,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B09_RD14-0003-10d2e-0.0625IP-Q3.2_002.10sec.fsa,B,09,RD14-0003-10d2e,"",RD14-0003,10d2e,10,2e,"","","","",0.0625,IP,3.2,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/B10_POS1031615ADG-IP_002.10sec.fsa,B,10,POS1031615ADG,POS1031615ADG,"","",,"","","","","",,IP,"",002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C01_RD14-0003-09d2a-0.25IP-Q0.9_003.10sec.fsa,C,01,RD14-0003-09d2a,"",RD14-0003,09d2a,9,2a,"","","","",0.25,IP,0.9,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C02_RD14-0003-09d2c-0.25IP-Q1.6_003.10sec.fsa,C,02,RD14-0003-09d2c,"",RD14-0003,09d2c,9,2c,"","","","",0.25,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C03_RD14-0003-09d1d-0.5IP-Q2.0_003.10sec.fsa,C,03,RD14-0003-09d1d,"",RD14-0003,09d1d,9,1d,"","","","",0.5,IP,2.0,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C04_RD14-0003-09d1e-0.5IP-Q2.8_003.10sec.fsa,C,04,RD14-0003-09d1e,"",RD14-0003,09d1e,9,1e,"","","","",0.5,IP,2.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C05_Ladder-IP_003.10sec.fsa,C,05,Ladder,Ladder,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C06_RD14-0003-10d3a-0.0156IP-Q1.4_003.10sec.fsa,C,06,RD14-0003-10d3a,"",RD14-0003,10d3a,10,3a,"","","","",0.0156,IP,1.4,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C07_RD14-0003-10d2c-0.0156IP-Q1.5_003.10sec.fsa,C,07,RD14-0003-10d2c,"",RD14-0003,10d2c,10,2c,"","","","",0.0156,IP,1.5,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C08_RD14-0003-10d2d-0.0313IP-Q1.6_003.10sec.fsa,C,08,RD14-0003-10d2d,"",RD14-0003,10d2d,10,2d,"","","","",0.0313,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C09_RD14-0003-10d2e-0.0313IP-Q3.2_003.10sec.fsa,C,09,RD14-0003-10d2e,"",RD14-0003,10d2e,10,2e,"","","","",0.0313,IP,3.2,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/C10_NEG1031615ADG-IP_003.10sec.fsa,C,10,NEG1031615ADG,NEG1031615ADG,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D01_RD14-0003-09d2a-0.125IP-Q0.9_004.10sec.fsa,D,01,RD14-0003-09d2a,"",RD14-0003,09d2a,9,2a,"","","","",0.125,IP,0.9,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D02_RD14-0003-09d2c-0.125IP-Q1.6_004.10sec.fsa,D,02,RD14-0003-09d2c,"",RD14-0003,09d2c,9,2c,"","","","",0.125,IP,1.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D03_RD14-0003-09d2d-0.25IP-Q1.2_004.10sec.fsa,D,03,RD14-0003-09d2d,"",RD14-0003,09d2d,9,2d,"","","","",0.25,IP,1.2,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D04_RD14-0003-09d1e-0.25IP-Q2.8_004.10sec.fsa,D,04,RD14-0003-09d1e,"",RD14-0003,09d1e,9,1e,"","","","",0.25,IP,2.8,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D05_POS031615ADG-IP_004.10sec.fsa,D,05,POS031615ADG,POS031615ADG,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D06_RD14-0003-10d3a-0.0078IP-Q1.4_004.10sec.fsa,D,06,RD14-0003-10d3a,"",RD14-0003,10d3a,10,3a,"","","","",0.0078,IP,1.4,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D07_Ladder-IP_004.10sec.fsa,D,07,Ladder,Ladder,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D08_RD14-0003-10d3d-0.0156IP-Q2.7_004.10sec.fsa,D,08,RD14-0003-10d3d,"",RD14-0003,10d3d,10,3d,"","","","",0.0156,IP,2.7,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012216LEA_10sec)/D09_RD14-0003-10d2e-0.0156IP-Q3.2_004.10sec.fsa,D,09,RD14-0003-10d2e,"",RD14-0003,10d2e,10,2e,"","","","",0.0156,IP,3.2,004,10
